source1_entity_id,cand_count,gt_matches,pred_matches_82,pred_matches_90,pred_matches_95,top1_prob,top2_prob,prob_margin,has_zero_gt,top1_is_correct,top1_candidate_id,top1_source
S1-457841498,40,0,0,0,0,0.0,0.0,0.0,true,false,S3-142246791,source3
S1-457879203,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-732005047,source3
S1-457935815,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-725284850,source3
S1-457946443,5,0,0,0,0,0.0,0.0,0.0,true,false,S3-891045545,source3
S1-458071224,2,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-40802395,source3
S1-458076403,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-808990619,source3
S1-458089375,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-157205645,source3
S1-458223959,2,0,0,0,0,0.0,0.0,0.0,true,false,S2-877023855,source2
S1-458334286,38,0,0,0,0,0.0,0.0,0.0,true,false,S3-70967762,source3
S1-458342629,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-121756813,source3
S1-458402369,2,0,0,0,0,0.0001,0.0001,0.0,true,false,S3-885075943,source3
S1-458529013,3,0,0,0,0,0.0,0.0,0.0,true,false,S2-494433063,source2
S1-458716325,13,0,0,0,0,0.0003,0.0001,0.0002,true,false,S2-225344960,source2
S1-458722850,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-250171885,source3
S1-458776971,3,0,0,0,0,0.0,0.0,0.0,true,false,S2-867065254,source2
S1-458807712,45,0,0,0,0,0.0,0.0,0.0,true,false,S2-149053652,source2
S1-458813085,4,0,0,0,0,0.0,0.0,0.0,true,false,S2-141427427,source2
S1-458854740,30,0,0,0,0,0.0,0.0,0.0,true,false,S3-172089780,source3
S1-458869341,1,1,1,1,1,0.9987,0.0,0.9987,false,true,S2-903791105,source2
S1-458920538,3,0,0,0,0,0.0001,0.0,0.0001,true,false,S2-415597790,source2
S1-459161863,3,0,0,0,0,0.0,0.0,0.0,true,false,S3-622207564,source3
S1-459360033,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-553590754,source3
S1-459498673,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-582174294,source2
S1-459576639,71,0,0,0,0,0.0005,0.0001,0.0004,true,false,S2-216233158,source2
S1-459646277,35,0,0,0,0,0.0,0.0,0.0,true,false,S2-864600696,source2
S1-45964697,1,1,1,1,1,0.9959,0.0,0.9959,false,true,S3-394779841,source3
S1-459696014,42,0,0,0,0,0.0,0.0,0.0,true,false,S2-340786070,source2
S1-459793158,31,0,0,0,0,0.0,0.0,0.0,true,false,S3-692922242,source3
S1-459868019,1,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-901949212,source3
S1-459898634,2,1,1,1,1,0.9936,0.0,0.9936,false,true,S3-557638533,source3
S1-459985367,41,0,0,0,0,0.0001,0.0001,0.0,true,false,S3-828529196,source3
S1-459996080,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-827013711,source2
S1-460071645,52,0,0,0,0,0.0002,0.0001,0.0002,true,false,S2-544993889,source2
S1-460136045,39,0,0,0,0,0.0004,0.0002,0.0002,true,false,S2-713031052,source2
S1-460146213,47,0,0,0,0,0.0,0.0,0.0,true,false,S3-729804401,source3
S1-460184656,10,0,0,0,0,0.0003,0.0001,0.0003,true,false,S2-875063854,source2
S1-460299084,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-141686200,source3
S1-460418215,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-431565370,source3
S1-460595219,3,0,0,0,0,0.0001,0.0,0.0,true,false,S2-983379660,source2
S1-460845609,37,0,0,0,0,0.0,0.0,0.0,true,false,S3-906745557,source3
S1-461018010,3,0,0,0,0,0.0,0.0,0.0,true,false,S3-874441495,source3
S1-461056394,35,0,0,0,0,0.0,0.0,0.0,true,false,S2-864600696,source2
S1-461144982,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-655377880,source3
S1-46127395,1,1,1,1,1,0.9991,0.0,0.9991,false,true,S2-330228627,source2
S1-461322371,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-62315810,source2
S1-461332926,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-497170153,source3
S1-461348063,39,0,0,0,0,0.0,0.0,0.0,true,false,S3-914282506,source3
S1-461584731,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-23033174,source3
S1-461660366,1,1,1,1,1,0.9992,0.0,0.9992,false,true,S2-922765242,source2
S1-461787088,54,0,0,0,0,0.0828,0.0,0.0828,true,false,S3-416117385,source3
S1-462035659,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-915775649,source3
S1-462054058,1,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-5601433,source3
S1-4620786,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-112112297,source3
S1-462269827,4,0,0,0,0,0.0,0.0,0.0,true,false,S2-431525911,source2
S1-462348603,1,1,1,1,1,0.9881,0.0,0.9881,false,true,S2-43306331,source2
S1-462381607,3,0,0,0,0,0.0,0.0,0.0,true,false,S3-645906351,source3
S1-462383343,49,0,0,0,0,0.001,0.0,0.001,true,false,S2-865029092,source2
S1-462386626,2,0,0,0,0,0.0,0.0,0.0,true,false,S2-430576586,source2
S1-462499759,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-918905715,source3
S1-462627347,37,0,0,0,0,0.0,0.0,0.0,true,false,S2-680982543,source2
S1-462717864,3,0,0,0,0,0.0,0.0,0.0,true,false,S2-346097654,source2
S1-462803446,48,0,0,0,0,0.0,0.0,0.0,true,false,S3-548236289,source3
S1-462934046,12,0,0,0,0,0.0002,0.0002,0.0,true,false,S3-597328319,source3
S1-462959378,3,0,0,0,0,0.0,0.0,0.0,true,false,S2-602391865,source2
S1-463001178,1,0,0,0,0,0.0001,0.0,0.0001,true,false,S2-368623790,source2
S1-46331236,40,0,0,0,0,0.0,0.0,0.0,true,false,S2-17776298,source2
S1-463498051,1,1,1,1,1,0.9975,0.0,0.9975,false,true,S3-221513452,source3
S1-463540967,34,0,0,0,0,0.0,0.0,0.0,true,false,S2-42405315,source2
S1-463548524,38,0,0,0,0,0.0,0.0,0.0,true,false,S3-987466116,source3
S1-463553518,1,0,0,0,0,0.0002,0.0,0.0002,true,false,S2-483872730,source2
S1-463572456,2,0,0,0,0,0.0002,0.0,0.0002,true,false,S2-210590084,source2
S1-463572570,2,1,1,1,1,0.9978,0.0,0.9978,false,true,S3-433848729,source3
S1-463602394,41,0,0,0,0,0.0002,0.0001,0.0001,true,false,S3-828529196,source3
S1-463604416,2,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-501268612,source3
S1-463830876,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-437343207,source2
S1-463905866,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-375927054,source3
S1-463917421,6,0,0,0,0,0.0,0.0,0.0,true,false,S2-357044164,source2
S1-464175377,29,0,0,0,0,0.0002,0.0,0.0002,true,false,S2-411518891,source2
S1-464514986,1,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-290825545,source3
S1-464730744,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-193780540,source3
S1-464857294,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-139777201,source2
S1-464887045,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-257545778,source2
S1-465331031,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-617001527,source3
S1-465376969,39,0,0,0,0,0.0,0.0,0.0,true,false,S2-612206634,source2
S1-465407108,4,0,0,0,0,0.0,0.0,0.0,true,false,S3-164106161,source3
S1-465595083,83,0,0,0,0,0.0,0.0,0.0,true,false,S2-622840253,source2
S1-465640503,4,0,0,0,0,0.0,0.0,0.0,true,false,S2-213506150,source2
S1-465795645,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-919826930,source2
S1-465826995,1,1,1,1,1,0.9993,0.0,0.9993,false,true,S2-580842112,source2
S1-465852892,42,0,0,0,0,0.0001,0.0,0.0,true,false,S3-307139168,source3
S1-465855620,49,0,0,0,0,0.0,0.0,0.0,true,false,S2-330793449,source2
S1-465943107,30,0,0,0,0,0.0001,0.0,0.0,true,false,S2-371200780,source2
S1-46615290,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-595912349,source2
S1-466221303,1,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-709524822,source3
S1-466401281,2,0,0,0,0,0.0003,0.0,0.0003,true,false,S2-890421933,source2
S1-466465066,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-361626487,source3
S1-466472356,2,0,0,0,0,0.0001,0.0,0.0001,true,false,S2-793920298,source2
S1-466474148,36,0,0,0,0,0.0,0.0,0.0,true,false,S3-748843940,source3
S1-466575373,46,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-796016690,source3
S1-466579776,2,0,0,0,0,0.0,0.0,0.0,true,false,S2-588886101,source2
S1-466586046,2,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-1635471,source3
S1-466669713,33,0,0,0,0,0.0,0.0,0.0,true,false,S3-504479443,source3
S1-466798467,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-719930872,source2
S1-46696609,2,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-621133436,source3
S1-466975420,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-882938133,source3
S1-467017428,38,0,0,0,0,0.0,0.0,0.0,true,false,S3-70967762,source3
S1-467154035,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-153857566,source2
S1-46716098,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-445602498,source3
S1-467346231,13,0,0,0,0,0.0,0.0,0.0,true,false,S3-778070560,source3
S1-46737571,17,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-648122702,source3
S1-46745889,37,0,0,0,0,0.0,0.0,0.0,true,false,S3-110630740,source3
S1-467519221,3,0,0,0,0,0.0,0.0,0.0,true,false,S3-934164123,source3
S1-467592721,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-217670702,source2
S1-467687218,3,0,0,0,0,0.0001,0.0001,0.0,true,false,S2-892694237,source2
S1-46769949,54,0,0,0,0,0.0001,0.0,0.0,true,false,S2-544679828,source2
S1-467736405,1,0,0,0,0,0.0731,0.0,0.0731,true,false,S2-79732030,source2
S1-46788147,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-862016792,source2
S1-46801320,34,0,0,0,0,0.0,0.0,0.0,true,false,S2-325176208,source2
S1-468098192,16,0,0,0,0,0.0001,0.0001,0.0,true,false,S3-696047635,source3
S1-468126453,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-888934335,source2
S1-468339122,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-79578959,source3
S1-468647745,33,0,0,0,0,0.0,0.0,0.0,true,false,S2-88973736,source2
S1-468681029,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-104852003,source2
S1-468793707,10,0,0,0,0,0.0,0.0,0.0,true,false,S2-638660643,source2
S1-468893451,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-968272081,source2
S1-46916077,2,0,0,0,0,0.0002,0.0,0.0002,true,false,S3-684688527,source3
S1-469197692,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-689632889,source2
S1-469201589,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-31766318,source3
S1-469219828,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-992001661,source3
S1-469269527,3,0,0,0,0,0.0,0.0,0.0,true,false,S3-306085397,source3
S1-469535575,3,0,0,0,0,0.0,0.0,0.0,true,false,S3-288194693,source3
S1-469595223,29,0,0,0,0,0.0,0.0,0.0,true,false,S3-518125467,source3
S1-469618765,5,0,0,0,0,0.0001,0.0001,0.0,true,false,S2-256207897,source2
S1-469739324,3,0,0,0,0,0.0,0.0,0.0,true,false,S3-639362449,source3
S1-469992771,2,0,0,0,0,0.0001,0.0001,0.0,true,false,S2-593972570,source2
S1-47026770,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-722558285,source2
S1-470280256,2,0,0,0,0,0.0,0.0,0.0,true,false,S2-979819679,source2
S1-470322523,54,0,0,0,0,0.0,0.0,0.0,true,false,S3-920701284,source3
S1-470335968,4,0,0,0,0,0.0,0.0,0.0,true,false,S3-137228264,source3
S1-47038877,56,0,0,0,0,0.0004,0.0001,0.0003,true,false,S2-950012781,source2
S1-47040385,34,0,0,0,0,0.0,0.0,0.0,true,false,S3-363354629,source3
S1-470587205,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-590706040,source3
S1-470656971,71,0,0,0,0,0.0,0.0,0.0,true,false,S2-350035116,source2
S1-470829412,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-487805187,source2
S1-470841570,3,0,0,0,0,0.0,0.0,0.0,true,false,S2-841933804,source2
S1-470846050,2,0,0,0,0,0.0,0.0,0.0,true,false,S2-720771033,source2
S1-470867884,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-624186470,source3
S1-471036556,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-486767704,source3
S1-471059993,48,0,0,0,0,0.0,0.0,0.0,true,false,S3-315154339,source3
S1-471113246,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-769630242,source2
S1-471228757,38,0,0,0,0,0.0021,0.0,0.0021,true,false,S3-178736450,source3
S1-47125165,1,0,0,0,0,0.0002,0.0,0.0002,true,false,S3-297361998,source3
S1-471324517,4,0,0,0,0,0.0,0.0,0.0,true,false,S3-274560833,source3
S1-471376742,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-504556895,source3
S1-47138044,4,0,0,0,0,0.0015,0.0005,0.001,true,false,S3-711672186,source3
S1-471465558,17,0,0,0,0,0.0019,0.0001,0.0018,true,false,S2-417455367,source2
S1-471497067,39,0,0,0,0,0.0,0.0,0.0,true,false,S3-694649203,source3
S1-471609423,3,0,0,0,0,0.0,0.0,0.0,true,false,S2-470608147,source2
S1-471651002,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-248784624,source2
S1-471705468,29,0,0,0,0,0.0,0.0,0.0,true,false,S3-716169189,source3
S1-47185754,42,0,0,0,0,0.0,0.0,0.0,true,false,S2-69965969,source2
S1-471894685,2,0,0,0,0,0.0133,0.0,0.0133,true,false,S2-588019144,source2
S1-472015566,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-894515486,source3
S1-472065697,1,0,0,0,0,0.0266,0.0,0.0266,true,false,S2-500583354,source2
S1-472072229,2,0,0,0,0,0.0,0.0,0.0,true,false,S2-503630912,source2
S1-472080761,66,0,0,0,0,0.0,0.0,0.0,true,false,S2-442717160,source2
S1-472111919,36,0,0,0,0,0.0,0.0,0.0,true,false,S2-564112793,source2
S1-472167909,32,0,0,0,0,0.0,0.0,0.0,true,false,S3-421416518,source3
S1-472197481,2,0,0,0,0,0.0,0.0,0.0,true,false,S2-103249097,source2
S1-47225325,1,1,1,1,1,0.9992,0.0,0.9992,false,true,S3-642783386,source3
S1-472286544,34,0,0,0,0,0.0001,0.0,0.0,true,false,S2-115146211,source2
S1-472323335,26,0,0,0,0,0.0,0.0,0.0,true,false,S3-506300528,source3
S1-472356010,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-539867790,source2
S1-472562621,1,1,1,1,1,0.999,0.0,0.999,false,true,S2-515364830,source2
S1-472770480,52,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-170893570,source3
S1-472835214,3,0,0,0,0,0.0,0.0,0.0,true,false,S3-33016818,source3
S1-472910122,6,0,0,0,0,0.0,0.0,0.0,true,false,S2-165930564,source2
S1-472977641,3,0,0,0,0,0.0,0.0,0.0,true,false,S3-587566349,source3
S1-473031691,1,1,0,0,0,0.702,0.0,0.702,false,true,S3-302536080,source3
S1-473087834,34,0,0,0,0,0.0,0.0,0.0,true,false,S2-469023043,source2
S1-473212524,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-913098563,source3
S1-473329681,1,0,0,0,0,0.001,0.0,0.001,true,false,S3-257578185,source3
S1-473375664,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-651751134,source3
S1-473457376,1,1,1,1,1,0.9995,0.0,0.9995,false,true,S2-31609229,source2
S1-473471482,12,0,0,0,0,0.0018,0.0005,0.0013,true,false,S2-32461760,source2
S1-473735010,4,0,0,0,0,0.0,0.0,0.0,true,false,S2-859323863,source2
S1-47380267,42,0,0,0,0,0.0,0.0,0.0,true,false,S2-107389460,source2
S1-473816108,4,0,0,0,0,0.0,0.0,0.0,true,false,S2-411328549,source2
S1-473959143,37,0,0,0,0,0.0,0.0,0.0,true,false,S2-625682061,source2
S1-474154427,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-438071306,source3
S1-47430352,2,0,0,0,0,0.0004,0.0,0.0003,true,false,S3-94098514,source3
S1-474310615,1,0,0,0,0,0.5967,0.0,0.5967,true,false,S2-161949377,source2
S1-47431587,1,1,1,1,1,0.9969,0.0,0.9969,false,true,S3-524549693,source3
S1-474398689,58,0,0,0,0,0.0004,0.0,0.0004,true,false,S2-203195263,source2
S1-474605087,66,0,0,0,0,0.0,0.0,0.0,true,false,S3-268754508,source3
S1-474680967,12,0,0,0,0,0.0,0.0,0.0,true,false,S3-643444893,source3
S1-474683982,1,0,0,0,0,0.0004,0.0,0.0004,true,false,S2-582912571,source2
S1-474694393,27,0,0,0,0,0.0005,0.0001,0.0004,true,false,S2-626674166,source2
S1-474818718,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-126016415,source3
S1-474948461,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-156688612,source2
S1-474997434,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-752802069,source3
S1-475242468,5,0,0,0,0,0.0,0.0,0.0,true,false,S2-902002260,source2
S1-475249577,41,1,0,0,0,0.3971,0.0001,0.397,false,true,S3-359282372,source3
S1-475256560,2,0,0,0,0,0.0091,0.0001,0.0091,true,false,S2-610487117,source2
S1-475260329,1,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-294496488,source3
S1-475375833,2,0,0,0,0,0.0,0.0,0.0,true,false,S2-718855624,source2
S1-475471325,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-476345890,source3
S1-475533649,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-534247734,source3
S1-475736552,3,0,0,0,0,0.0003,0.0,0.0003,true,false,S3-57914560,source3
S1-475750986,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-738864801,source3
S1-475934373,3,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-900644726,source3
S1-475957652,3,0,0,0,0,0.0,0.0,0.0,true,false,S2-337275476,source2
S1-476023996,42,0,0,0,0,0.0,0.0,0.0,true,false,S3-92624949,source3
S1-476195607,45,0,0,0,0,0.0,0.0,0.0,true,false,S2-834353592,source2
S1-47620116,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-535516871,source3
S1-476292550,1,0,0,0,0,0.001,0.0,0.001,true,false,S2-152635829,source2
S1-476293704,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-645851389,source2
S1-476307303,1,1,1,1,1,0.9538,0.0,0.9538,false,true,S2-706628331,source2
S1-476431309,2,0,0,0,0,0.0,0.0,0.0,true,false,S2-629091729,source2
S1-47647909,3,0,0,0,0,0.0,0.0,0.0,true,false,S2-590093523,source2
S1-476489337,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-87079995,source3
S1-476647651,1,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-856118334,source3
S1-476721607,40,0,0,0,0,0.0,0.0,0.0,true,false,S3-519497142,source3
S1-476830031,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-413822412,source3
S1-476831471,60,0,0,0,0,0.0,0.0,0.0,true,false,S2-392531074,source2
S1-477147704,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-608288581,source3
S1-477149670,25,0,0,0,0,0.041,0.0001,0.0409,true,false,S2-773980260,source2
S1-477242620,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-300933001,source2
S1-477256579,7,0,0,0,0,0.0001,0.0001,0.0001,true,false,S3-860602963,source3
S1-477308019,13,0,0,0,0,0.0001,0.0001,0.0,true,false,S2-333197009,source2
S1-477343565,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-803866604,source2
S1-477379918,25,0,0,0,0,0.0001,0.0001,0.0,true,false,S2-775254406,source2
S1-477436863,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-270105444,source3
S1-47748466,2,0,0,0,0,0.0002,0.0,0.0002,true,false,S3-337760507,source3
S1-477525759,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-170340188,source2
S1-477608148,3,2,2,2,2,0.9996,0.9901,0.0096,false,true,S2-988142093,source2
S1-47765963,42,0,0,0,0,0.0,0.0,0.0,true,false,S2-768056427,source2
S1-47773771,17,0,0,0,0,0.0002,0.0001,0.0001,true,false,S2-292607827,source2
S1-477859526,11,0,0,0,0,0.0,0.0,0.0,true,false,S3-192882328,source3
S1-477891278,3,1,1,1,1,0.9996,0.0,0.9996,false,true,S2-969392100,source2
S1-478260814,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-755574816,source3
S1-478284179,7,0,0,0,0,0.0,0.0,0.0,true,false,S3-437043882,source3
S1-478336388,3,0,0,0,0,0.0001,0.0,0.0,true,false,S2-680125018,source2
S1-478383522,1,0,1,1,1,0.9876,0.0,0.9876,true,false,S3-292290735,source3
S1-478432801,56,0,0,0,0,0.0,0.0,0.0,true,false,S3-301461097,source3
S1-478639050,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-422547343,source2
S1-478656373,9,0,0,0,0,0.0,0.0,0.0,true,false,S3-985964372,source3
S1-47869953,1,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-138299719,source3
S1-478794699,16,0,0,0,0,0.0002,0.0002,0.0,true,false,S2-867907150,source2
S1-478856108,3,0,0,0,0,0.0,0.0,0.0,true,false,S3-375882018,source3
S1-479210097,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-43147354,source2
S1-479400268,1,0,0,0,0,0.0003,0.0,0.0003,true,false,S2-337940423,source2
S1-479453814,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-24602779,source3
S1-479482102,2,0,0,0,0,0.0001,0.0,0.0001,true,false,S2-682509708,source2
S1-47967970,2,0,0,0,0,0.0001,0.0001,0.0,true,false,S3-759743430,source3
S1-479736086,44,0,0,0,0,0.0,0.0,0.0,true,false,S2-88773721,source2
S1-479824122,42,0,0,0,0,0.0,0.0,0.0,true,false,S2-621450423,source2
S1-479946365,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-971540785,source3
S1-479997542,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-602423628,source2
S1-480000136,2,0,0,0,0,0.0,0.0,0.0,true,false,S2-488887531,source2
S1-480055007,1,1,1,1,1,0.999,0.0,0.999,false,true,S2-761679848,source2
S1-480058070,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-555409667,source3
S1-480381026,5,0,0,0,0,0.0001,0.0001,0.0,true,false,S3-423928586,source3
S1-480390410,42,0,0,0,0,0.0001,0.0,0.0,true,false,S2-810986213,source2
S1-480482281,43,0,0,0,0,0.0,0.0,0.0,true,false,S3-539865899,source3
S1-480516407,34,0,0,0,0,0.0,0.0,0.0,true,false,S2-181576058,source2
S1-48055919,2,0,0,0,0,0.0,0.0,0.0,true,false,S2-322493640,source2
S1-480761541,41,0,0,0,0,0.0,0.0,0.0,true,false,S3-224530253,source3
S1-480806934,1,0,0,0,0,0.0001,0.0,0.0001,true,false,S2-580451376,source2
S1-480894352,4,0,0,0,0,0.0001,0.0,0.0,true,false,S3-194493515,source3
S1-480944988,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-900319772,source3
S1-481053314,26,0,0,0,0,0.0,0.0,0.0,true,false,S3-631372982,source3
S1-48105643,61,0,0,0,0,0.0,0.0,0.0,true,false,S2-488319175,source2
S1-481261914,1,1,1,1,1,0.9909,0.0,0.9909,false,true,S3-823883165,source3
S1-481298035,48,0,0,0,0,0.0,0.0,0.0,true,false,S3-401129624,source3
S1-481334655,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-861928507,source3
S1-481363029,38,0,0,0,0,0.2888,0.0,0.2888,true,false,S3-408779192,source3
S1-481373239,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-688488177,source2
S1-481406384,4,0,0,0,0,0.0002,0.0001,0.0001,true,false,S3-737670101,source3
S1-481507276,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-214773216,source3
S1-481527936,1,0,0,0,0,0.0001,0.0,0.0001,true,false,S2-941102326,source2
S1-481652414,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-643405329,source3
S1-481666470,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-206905313,source2
S1-481927230,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-979085903,source2
S1-48192961,4,0,0,0,0,0.8034,0.0002,0.8032,true,false,S3-152429602,source3
S1-481932363,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-230359993,source3
S1-482132461,5,0,0,0,0,0.0005,0.0,0.0004,true,false,S2-59761546,source2
S1-482225278,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-180238750,source3
S1-482262686,29,0,0,0,0,0.0,0.0,0.0,true,false,S3-476901986,source3
S1-482286138,52,0,0,0,0,0.0001,0.0001,0.0,true,false,S2-623758944,source2
S1-482297851,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-990189194,source3
S1-482349925,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-426381800,source2
S1-482376692,1,0,0,0,0,0.0916,0.0,0.0916,true,false,S2-383767542,source2
S1-48241570,30,0,0,0,0,0.0,0.0,0.0,true,false,S2-227919796,source2
S1-482569494,46,0,0,0,0,0.0,0.0,0.0,true,false,S2-111262131,source2
S1-482616130,67,0,0,0,0,0.0,0.0,0.0,true,false,S2-547598665,source2
S1-482850607,58,0,0,0,0,0.0,0.0,0.0,true,false,S3-567116410,source3
S1-482913899,29,0,0,0,0,0.0,0.0,0.0,true,false,S3-330535239,source3
S1-48300248,37,0,0,0,0,0.0006,0.0,0.0006,true,false,S3-673460314,source3
S1-483126489,4,0,0,0,0,0.0001,0.0001,0.0,true,false,S3-768959898,source3
S1-483140947,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-813661911,source3
S1-483233361,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-402335762,source3
S1-48324905,2,0,0,0,0,0.0001,0.0,0.0,true,false,S3-988646809,source3
S1-483352659,3,0,0,0,0,0.0001,0.0001,0.0,true,false,S3-576819474,source3
S1-483371695,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-834942927,source2
S1-483434064,36,0,0,0,0,0.0,0.0,0.0,true,false,S2-66924417,source2
S1-483496569,2,0,0,0,0,0.0,0.0,0.0,true,false,S2-488186065,source2
S1-48353843,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-965254149,source3
S1-483656830,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-364875531,source2
S1-483854199,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-333821736,source3
S1-483905548,45,0,0,0,0,0.0,0.0,0.0,true,false,S2-803109636,source2
S1-483993700,23,0,0,0,0,0.0,0.0,0.0,true,false,S2-741508060,source2
S1-484133102,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-297147254,source2
S1-484162539,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-651913811,source3
S1-484326657,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-761989439,source2
S1-484464863,8,0,0,0,0,0.0,0.0,0.0,true,false,S2-611776626,source2
S1-484509356,20,0,0,0,0,0.0002,0.0001,0.0001,true,false,S2-725049898,source2
S1-484639219,1,1,1,1,0,0.9369,0.0,0.9369,false,true,S3-389158466,source3
